category,main_category,goal,outcome,backers,country
Fashion,Fashion,4000,failed,2,US
Horror,Film & Video,2000,successful,35,US
Product Design,Design,1500,failed,0,GB
Documentary,Film & Video,3000,failed,9,US
Web,Journalism,3000,successful,111,US
Webseries,Film & Video,5000,failed,0,US
Nonfiction,Publishing,10000,successful,150,US
Web,Technology,3000,successful,16,US
Fine Art,Photography,800,successful,53,GB
Periodicals,Publishing,5000,successful,274,US
Children's Books,Publishing,3200,successful,97,US
People,Photography,250,failed,4,US
Product Design,Design,1500,successful,626,US
Video Games,Games,4000,successful,147,US
Nonfiction,Publishing,6000,successful,111,CA
Pop,Music,6000,successful,61,US
Documentary,Film & Video,32000,failed,138,US
Music,Music,5000,failed,17,GB
Tabletop Games,Games,25000,canceled,73,CA
Playing Cards,Games,2500,successful,84,GB
Narrative Film,Film & Video,80000,failed,4,US
Publishing,Publishing,15000,failed,1,US
Tabletop Games,Games,40000,successful,2422,ES
Publishing,Publishing,50,successful,2,US
Thrillers,Film & Video,5000,canceled,1,GB
Video Games,Games,45000,failed,258,US
Product Design,Design,12000,successful,1129,US
Tabletop Games,Games,7717,successful,897,US
Music,Music,800,successful,37,US
Performances,Dance,2000,failed,26,GB
Children's Books,Publishing,3000,failed,8,US
Crafts,Crafts,600,successful,196,CA
Small Batch,Food,12000,successful,188,US
Fiction,Publishing,2950,failed,0,US
Theater,Theater,3000,successful,40,US
Indie Rock,Music,10000,successful,105,US
Apps,Technology,16000,failed,38,US
Children's Books,Publishing,2500,failed,0,US
Video Games,Games,1500,failed,6,US
Music,Music,5000,failed,1,US
Digital Art,Art,5635,failed,46,US
Web,Journalism,1000,failed,19,US
Music,Music,3500,failed,2,US
Crafts,Crafts,2500,failed,3,US
Food,Food,20000,successful,110,US
World Music,Music,10000,successful,95,US
Documentary,Film & Video,7000,canceled,28,US
Small Batch,Food,10,successful,1,CA
Mixed Media,Art,1500,successful,34,US
Tabletop Games,Games,10000,failed,26,US
Indie Rock,Music,10000,failed,2,US
Product Design,Design,15000,failed,17,CA
Shorts,Film & Video,6245,failed,5,US
Public Art,Art,1300,successful,30,US
Fashion,Fashion,13000,failed,0,US
Narrative Film,Film & Video,8000,successful,165,US
Documentary,Film & Video,50000,successful,319,US
Product Design,Design,40000,successful,152,US
Tabletop Games,Games,19000,failed,18,US
Shorts,Film & Video,2700,failed,3,US
Food,Food,5000,canceled,4,US
Nonfiction,Publishing,12000,failed,12,US
Country & Folk,Music,8000,successful,59,US
Poetry,Publishing,10000,successful,154,US
Small Batch,Food,25000,successful,209,US
Print,Journalism,7500,failed,21,US
Film & Video,Film & Video,3000,successful,17,US
Public Art,Art,50000,failed,73,US
Documentary,Film & Video,2500,successful,46,GB
Children's Books,Publishing,2000,successful,62,US
Hardware,Technology,50000,canceled,9,US
Publishing,Publishing,500,failed,32,GB
Space Exploration,Technology,200000,failed,4,CA
Installations,Art,650,failed,1,GB
Theater,Theater,1003,successful,30,US
Video Games,Games,45000,failed,5,US
Tabletop Games,Games,7500,successful,186,US
Theater,Theater,2000,successful,21,US
Rock,Music,2000,failed,0,US
Food,Food,12000,successful,224,US
Nonfiction,Publishing,25000,failed,9,GB
DIY,Crafts,45000,failed,5,US
Farmer's Markets,Food,1000,failed,11,US
Hip-Hop,Music,5000,successful,127,US
Video Games,Games,95000,canceled,8,US
Indie Rock,Music,1200,successful,21,US
Conceptual Art,Art,1900,successful,46,US
Webseries,Film & Video,5555,canceled,0,US
Narrative Film,Film & Video,275000,failed,1,US
Comics,Comics,4000,failed,3,GB
Metal,Music,400,successful,14,US
Shorts,Film & Video,25000,successful,101,US
Country & Folk,Music,6000,successful,92,US
Illustration,Art,250,failed,1,ES
Comics,Comics,50000,failed,0,US
Shorts,Film & Video,650,successful,30,US
Art,Art,1500,successful,41,US
Product Design,Design,9000,successful,93,US
Ready-to-wear,Fashion,600,successful,30,GB
Music,Music,4000,failed,6,US
Food,Food,10500,failed,123,GB
Fiction,Publishing,700,failed,0,US
Apparel,Fashion,5000,failed,1,US
Fiction,Publishing,1000,failed,0,US
Country & Folk,Music,10000,successful,242,US
Fiction,Publishing,300,successful,4,US
Documentary,Film & Video,475000,canceled,58,US
Graphic Design,Design,150,successful,28,US
Film & Video,Film & Video,3000,failed,14,US
Fantasy,Film & Video,12000,successful,39,US
Theater,Theater,3000,successful,45,US
Video Games,Games,5500,canceled,1,US
Tabletop Games,Games,50000,canceled,255,BE
Documentary,Film & Video,25000,successful,149,SE
Music,Music,500,successful,17,US
Film & Video,Film & Video,11000,failed,7,US
Photography,Photography,12000,failed,0,US
Product Design,Design,10000,successful,216,US
Performances,Dance,1000,successful,52,GB
Jewelry,Fashion,7000,canceled,3,IT
Hip-Hop,Music,1500,canceled,0,US
Film & Video,Film & Video,500,failed,1,GB
Nonfiction,Publishing,5100,failed,10,US
Comic Books,Comics,3000,successful,54,CA
Film & Video,Film & Video,25000,failed,0,US
Technology,Technology,36000,failed,0,US
Nonfiction,Publishing,1150,successful,34,US
Apparel,Fashion,500,successful,12,US
Mixed Media,Art,8500,successful,85,US
Tabletop Games,Games,12000,successful,153,US
Conceptual Art,Art,4800,failed,12,NL
Hardware,Technology,50000,canceled,15,US
Fashion,Fashion,300000,failed,1,US
Apps,Technology,6000,failed,1,US
Technology,Technology,10000,failed,2,US
Tabletop Games,Games,130000,failed,14,US
Art,Art,65133,failed,4,US
Food,Food,25000,canceled,0,AU
Music,Music,38430,failed,0,US
Video Games,Games,6000,failed,32,US
Food,Food,1500,failed,0,US
Publishing,Publishing,10000,successful,101,US
Family,Film & Video,25000,failed,0,US
Dance,Dance,5000,successful,49,US
Gadgets,Technology,65000,failed,0,GB
Technology,Technology,10000,canceled,5,US
Narrative Film,Film & Video,15000,successful,185,US
Fashion,Fashion,250000,failed,2,US
Music,Music,15000,successful,199,US
Performances,Dance,5000,canceled,3,US
Fiction,Publishing,47600,successful,2075,US
Farms,Food,80000,failed,8,GB
Webseries,Film & Video,5000,successful,105,US
Shorts,Film & Video,800,successful,33,US
Nonfiction,Publishing,600,successful,19,US
Radio & Podcasts,Publishing,15000,successful,391,US
Public Art,Art,5000,canceled,1,US
Illustration,Art,50,successful,49,US
Product Design,Design,10000,failed,2,US
Gadgets,Technology,98000,canceled,212,US
Fiction,Publishing,700,failed,1,GB
Fiction,Publishing,39000,failed,0,US
Public Art,Art,60,successful,11,GB
Film & Video,Film & Video,3000,successful,48,US
Indie Rock,Music,7500,successful,161,US
Art Books,Publishing,36000,failed,12,US
Product Design,Design,200000,failed,29,HK
Music,Music,7500,canceled,9,DE
Journalism,Journalism,100000,failed,117,US
Photography,Photography,10000,failed,34,US
Country & Folk,Music,12000,failed,4,US
Classical Music,Music,3000,successful,17,US
Documentary,Film & Video,5000,failed,1,GB
Art,Art,2500,failed,2,US
Documentary,Film & Video,25000,failed,47,US
Technology,Technology,60000,failed,2,US
DIY,Crafts,30000,failed,12,US
Crafts,Crafts,300,successful,31,US
Dance,Dance,19300,failed,2,US
Product Design,Design,7000,successful,1067,US
Rock,Music,20000,successful,265,US
Music,Music,300,successful,14,US
Music,Music,20000,failed,1,US
Video Games,Games,1250,failed,3,US
Food,Food,6500,successful,295,US
Food,Food,5000,failed,0,US
Food,Food,500,failed,1,US
Art Books,Publishing,25000,successful,2108,US
Product Design,Design,10000,canceled,255,US
Music,Music,20000,canceled,0,US
Technology,Technology,20000,failed,1,CA
Gadgets,Technology,43500,failed,19,US
Fashion,Fashion,50000,failed,0,US
Footwear,Fashion,10000,successful,75,US
Wearables,Technology,15000,failed,7,AU
Video Games,Games,25000,failed,4,US
Drama,Film & Video,450,failed,4,GB
Painting,Art,1000,successful,23,US
Art,Art,1000,successful,41,GB
Comics,Comics,3300,failed,32,US
Accessories,Fashion,2000,failed,0,US
Tabletop Games,Games,22000,canceled,83,AU
Country & Folk,Music,7000,successful,274,US
Poetry,Publishing,5000,failed,0,US
Hip-Hop,Music,1000,failed,0,US
Webseries,Film & Video,10000,failed,0,US
Technology,Technology,150000,failed,2,NZ
Web,Technology,15000,failed,6,US
Technology,Technology,195000,failed,2,US
Food Trucks,Food,15000,canceled,0,US
Apparel,Fashion,10000,failed,0,DE
Apps,Technology,50000,failed,10,IE
Technology,Technology,1250,successful,63,US
Live Games,Games,30000,failed,2,US
Wearables,Technology,100000,failed,7,US
Fashion,Fashion,1250,failed,1,GB
Restaurants,Food,200,failed,0,US
Shorts,Film & Video,6789,failed,9,US
Publishing,Publishing,10000,failed,1,US
Video Games,Games,20000,failed,12,US
Pop,Music,3000,successful,28,US
Music,Music,5000,failed,1,CA
Documentary,Film & Video,12000,canceled,0,US
Fabrication Tools,Technology,800,failed,46,CH
Documentary,Film & Video,6500,failed,11,US
Nonfiction,Publishing,10000,canceled,3,US
Webseries,Film & Video,3000,failed,4,US
Apparel,Fashion,20000,canceled,1,NZ
Food,Food,5000,failed,20,US
Food,Food,70000,failed,4,US
Nonfiction,Publishing,5000,canceled,4,US
Bacon,Food,30,failed,0,US
Hardware,Technology,245000,canceled,540,US
Software,Technology,25000,failed,9,US
Gadgets,Technology,65000,canceled,292,US
Product Design,Design,45000,failed,8,GB
Hardware,Technology,25000,failed,1,IT
Video Games,Games,100000,canceled,5,US
Documentary,Film & Video,114000,failed,2,US
Shorts,Film & Video,1500,successful,15,US
Photobooks,Photography,10000,successful,228,US
Product Design,Design,30000,failed,34,US
Cookbooks,Food,5000,failed,1,US
Art Books,Publishing,15000,successful,238,GB
Dance,Dance,3500,successful,74,US
Software,Technology,12000,successful,709,US
Pop,Music,5600,failed,5,US
Public Art,Art,500,successful,28,US
Performance Art,Art,1500,successful,43,US
Radio & Podcasts,Publishing,5000,failed,2,US
Mixed Media,Art,2000,successful,25,US
Tabletop Games,Games,50000,failed,468,US
Hardware,Technology,500,failed,8,US
Product Design,Design,29000,successful,319,NL
Tabletop Games,Games,5200,failed,184,US
Film & Video,Film & Video,20000,failed,10,US
Rock,Music,5500,failed,12,US
Fiction,Publishing,4000,failed,0,US
Documentary,Film & Video,50000,failed,207,US
People,Photography,5000,failed,2,GB
Nonfiction,Publishing,5000,failed,1,US
Apparel,Fashion,2000,failed,1,US
Tabletop Games,Games,19000,successful,168,DE
Playing Cards,Games,1000,failed,0,GB
Webseries,Film & Video,5000,successful,68,US
Indie Rock,Music,67000,canceled,0,US
Shorts,Film & Video,3500,successful,24,US
Graphic Novels,Comics,5000,failed,2,US
Children's Books,Publishing,4000,successful,80,US
Web,Technology,5000,failed,0,US
Accessories,Fashion,1000,successful,34,US
Illustration,Art,1000,successful,2,US
Tabletop Games,Games,25000,failed,28,CA
Crafts,Crafts,750,failed,0,ES
Food,Food,3000,successful,46,US
Product Design,Design,5000,canceled,37,US
Narrative Film,Film & Video,10000,successful,91,US
Music,Music,5000,successful,113,US
Documentary,Film & Video,60000,successful,59,US
Video Games,Games,500,successful,11,DE
Crafts,Crafts,500,successful,83,US
Documentary,Film & Video,5000,failed,1,US
Tabletop Games,Games,6500,successful,292,CA
Candles,Crafts,3500,failed,1,AU
Hip-Hop,Music,10000,failed,1,US
Fashion,Fashion,2500,failed,13,US
Tabletop Games,Games,2000,successful,139,US
Webseries,Film & Video,15000,successful,498,US
Games,Games,700,canceled,0,US
Tabletop Games,Games,18000,failed,38,US
Pop,Music,4500,failed,0,US
Nonfiction,Publishing,1500,failed,1,US
Comedy,Theater,300,successful,22,GB
Graphic Novels,Comics,500,canceled,1,US
Science Fiction,Film & Video,290000,successful,708,SE
Product Design,Design,20000,failed,25,US
Product Design,Design,450000,successful,2749,DK
Product Design,Design,5000,failed,5,US
Mixed Media,Art,1200,successful,72,US
Fashion,Fashion,100000,failed,0,CA
Theater,Theater,3500,failed,2,US
Webseries,Film & Video,16500,failed,12,US
Mixed Media,Art,5000,failed,9,US
Video Games,Games,40000,failed,84,US
Art,Art,500,successful,38,US
Food Trucks,Food,10000,failed,3,US
Documentary,Film & Video,31000,successful,131,US
Pop,Music,5500,successful,90,US
Video Games,Games,250,failed,2,GB
Festivals,Theater,1500,successful,25,US
Music,Music,4500,successful,374,US
Comics,Comics,2000,successful,42,US
Footwear,Fashion,10000,failed,6,DE
Product Design,Design,5000,failed,10,US
Nonfiction,Publishing,2000,failed,0,US
Photography,Photography,10000,successful,141,US
Vegan,Food,11000,canceled,13,US
Documentary,Film & Video,20000,successful,329,US
Indie Rock,Music,5000,canceled,2,US
Product Design,Design,21300,failed,5,GB
Farms,Food,15000,failed,48,US
Fashion,Fashion,3000,successful,44,US
R&B,Music,5000,failed,1,US
Musical,Theater,80000,successful,51,MX
Nonfiction,Publishing,92000,canceled,0,GB
Country & Folk,Music,7000,successful,109,US
Product Design,Design,30000,failed,0,US
Music,Music,12500,failed,11,GB
Rock,Music,4000,failed,0,US
Apps,Technology,30000,failed,1,NL
Jazz,Music,1200,successful,39,GB
Product Design,Design,1000,failed,6,GB
Jewelry,Fashion,15000,canceled,1,NL
Shorts,Film & Video,1100,failed,2,US
Pop,Music,25000,successful,210,US
Fashion,Fashion,18000,failed,123,US
Hardware,Technology,15000,successful,1931,GB
Painting,Art,250,successful,16,CA
Webseries,Film & Video,3371,successful,43,US
Country & Folk,Music,1000,successful,44,US
Hip-Hop,Music,700,failed,0,US
Journalism,Journalism,500,successful,20,US
Graphic Design,Design,20000,canceled,23,DE
Drinks,Food,50000,failed,5,US
Documentary,Film & Video,80000,failed,9,US
Film & Video,Film & Video,10000,failed,61,US
Music,Music,2500,failed,20,US
Product Design,Design,10000,canceled,30,US
Mobile Games,Games,50000,canceled,0,US
R&B,Music,4000,successful,208,US
Rock,Music,3000,successful,47,US
Technology,Technology,60000,canceled,83,US
Jazz,Music,6000,failed,3,US
Games,Games,10000,failed,0,US
World Music,Music,500,canceled,1,US
Pop,Music,95000,failed,0,US
Webseries,Film & Video,408,successful,22,US
Tabletop Games,Games,2000,successful,47,US
Product Design,Design,7000,successful,466,GB
Small Batch,Food,11200,successful,4533,US
Fashion,Fashion,750,failed,2,US
Tabletop Games,Games,5000,canceled,11,US
Film & Video,Film & Video,5000,successful,118,US
Playing Cards,Games,1575,canceled,9,ES
Product Design,Design,8600,failed,2,US
Photobooks,Photography,15000,successful,35,DK
Illustration,Art,200,successful,24,US
Public Art,Art,50000,failed,1,US
Country & Folk,Music,3000,successful,56,US
Comics,Comics,1000,successful,83,GB
Drama,Film & Video,3200,failed,0,US
Children's Books,Publishing,5500,failed,1,US
Animation,Film & Video,2000,failed,20,US
Theater,Theater,5000,failed,5,US
Publishing,Publishing,11000,failed,1,US
Animation,Film & Video,1700,successful,47,US
3D Printing,Technology,15000,successful,84,US
Indie Rock,Music,1000,failed,10,US
Comedy,Film & Video,18000,successful,167,US
Tabletop Games,Games,7500,canceled,18,CA
Installations,Art,9500,successful,65,GB
Art,Art,25000,canceled,0,US
Narrative Film,Film & Video,77770,failed,1,US
Documentary,Film & Video,1000,failed,6,US
Film & Video,Film & Video,6000,successful,72,US
Playing Cards,Games,5000,successful,157,IT
Film & Video,Film & Video,50000,failed,3,US
Film & Video,Film & Video,5000,failed,0,US
Apparel,Fashion,17500,failed,2,US
Theater,Theater,4000,successful,41,US
Apparel,Fashion,500,failed,2,US
Product Design,Design,900,failed,3,AU
Music,Music,35000,successful,623,US
Fiction,Publishing,3000,failed,18,US
Documentary,Film & Video,1700,failed,6,US
Animation,Film & Video,8000,canceled,0,CA
Gaming Hardware,Games,5000,successful,200,US
Documentary,Film & Video,32000,canceled,13,US
Nonfiction,Publishing,900,failed,20,US
Fabrication Tools,Technology,30000,failed,17,FR
Journalism,Journalism,3000,successful,4,US
Classical Music,Music,20000,failed,0,US
Design,Design,75000,canceled,30,GB
Comedy,Film & Video,20000,successful,371,US
Music,Music,3500,failed,4,US
Food,Food,5000,failed,8,US
Hip-Hop,Music,4000,failed,15,US
Design,Design,5000,failed,2,US
Product Design,Design,15000,failed,28,US
Food,Food,2100,failed,9,US
Documentary,Film & Video,25000,failed,21,US
Film & Video,Film & Video,15000,successful,111,US
Rock,Music,250,successful,18,US
Woodworking,Crafts,400,successful,78,CA
Apps,Technology,10000,failed,22,GB
Performances,Dance,5000,successful,83,US
Conceptual Art,Art,2000,failed,25,US
Apparel,Fashion,3000,failed,0,US
Animation,Film & Video,10000,failed,8,US
Product Design,Design,1000,failed,8,US
Rock,Music,9500,successful,130,US
Video Games,Games,8000,failed,1,US
Film & Video,Film & Video,150000,failed,6,US
Crafts,Crafts,1000,failed,9,US
Theater,Theater,500,successful,30,US
Graphic Design,Design,1000,successful,55,US
Hip-Hop,Music,5000,canceled,3,US
3D Printing,Technology,1000,failed,4,US
Music,Music,500000,failed,0,US
Music,Music,1000,failed,6,US
Web,Journalism,100000,failed,1,CA
Mixed Media,Art,6500,failed,13,US
Nonfiction,Publishing,11500,successful,452,US
Games,Games,87500,canceled,189,US
Documentary,Film & Video,40000,canceled,0,US
Journalism,Journalism,13207,successful,429,US
Crafts,Crafts,1500,failed,11,US
Wearables,Technology,30000,canceled,54,US
Hardware,Technology,7720,failed,26,AU
Accessories,Fashion,50000,failed,11,SE
Photography,Photography,3000,failed,13,US
Nonfiction,Publishing,2950,failed,14,ES
Fiction,Publishing,85516,failed,4,US
Pop,Music,5000,successful,25,US
Film & Video,Film & Video,5500,successful,21,US
Hip-Hop,Music,1500,failed,0,US
Dance,Dance,2000,failed,4,US
Art Books,Publishing,50666,successful,263,DK
Digital Art,Art,10,canceled,1,US
Comics,Comics,1500,failed,3,US
Apparel,Fashion,4000,failed,2,AU
Product Design,Design,55000,failed,37,US
Nonfiction,Publishing,8000,failed,1,CA
Apparel,Fashion,10000,failed,0,US
Children's Books,Publishing,1000,failed,2,US
