customerid,tenure,phoneservice,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
4521-YEEHE,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.85,1594.75,False
4090-KPJIP,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.95,212.40,False
3786-WOVKF,72,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),106.85,7677.40,False
4503-BDXBD,11,Yes,Fiber optic,Month-to-month,No,Electronic check,74.95,815.50,True
6086-ESGRL,1,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),80.15,80.15,True
2592-HODOV,13,Yes,No,One year,No,Credit card (automatic),19.30,259.65,False
3886-CERTZ,72,Yes,Fiber optic,One year,Yes,Electronic check,109.25,8109.80,True
7995-ZHHNZ,42,Yes,DSL,One year,No,Credit card (automatic),56.10,2386.85,False
3824-RHKVR,17,Yes,No,Month-to-month,No,Credit card (automatic),19.70,340.35,False
5816-SCGFC,7,Yes,DSL,Month-to-month,Yes,Mailed check,51.30,419.35,False
5989-AXPUC,68,Yes,Fiber optic,Two year,No,Mailed check,118.60,7990.05,False
4979-HPRFL,56,Yes,No,Two year,No,Bank transfer (automatic),24.15,1402.25,False
8590-OHDIW,38,Yes,No,One year,No,Mailed check,20.30,749.35,False
8015-IHCGW,72,Yes,Fiber optic,Two year,Yes,Electronic check,115.50,8425.15,False
2332-TODQS,48,Yes,No,One year,No,Credit card (automatic),25.05,1171.50,False
9278-VZKCD,52,Yes,Fiber optic,Month-to-month,Yes,Electronic check,109.10,5647.95,False
8008-OTEZX,35,Yes,No,One year,No,Mailed check,19.65,708.80,False
2773-OVBPK,67,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),111.30,7567.20,False
5999-LCXAO,1,No,DSL,Month-to-month,No,Mailed check,29.90,29.90,False
5206-XZZQI,53,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.60,4348.10,False
4803-LBYPN,34,Yes,No,Month-to-month,No,Mailed check,20.80,635.90,False
5759-RCVCB,3,No,DSL,Month-to-month,No,Credit card (automatic),35.20,108.95,True
6372-RFVNS,1,Yes,Fiber optic,Month-to-month,No,Electronic check,78.80,78.80,True
2139-FQHLM,19,Yes,Fiber optic,Month-to-month,No,Mailed check,89.95,1682.40,False
8261-GWDBQ,60,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),116.05,6925.90,False
1093-YSWCA,11,Yes,No,Two year,No,Credit card (automatic),19.55,223.15,False
8938-UMKPI,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.40,5127.95,True
0991-BRRFB,18,Yes,DSL,Month-to-month,No,Electronic check,49.40,874.80,True
3882-IYOIJ,60,Yes,Fiber optic,Two year,No,Credit card (automatic),115.25,6758.45,False
8749-TZYEC,72,Yes,No,Two year,No,Credit card (automatic),24.80,1874.30,False
1755-FZQEC,39,Yes,No,One year,No,Mailed check,19.90,791.15,False
3115-JPJDD,59,Yes,Fiber optic,One year,Yes,Credit card (automatic),81.25,4639.45,False
5600-KTXFM,2,Yes,Fiber optic,Month-to-month,No,Mailed check,69.95,143.90,False
3871-IKPYH,1,Yes,Fiber optic,Month-to-month,No,Electronic check,69.10,69.10,True
6319-IEJWJ,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.20,1776.55,True
9025-AOMKI,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.55,536.40,True
6339-TBELP,71,Yes,Fiber optic,Two year,Yes,Credit card (automatic),86.40,6172.00,False
7964-YESJC,24,Yes,DSL,Month-to-month,No,Mailed check,66.30,1559.45,False
6173-GOLSU,67,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.65,6079.00,False
5275-SQEIZ,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.85,80.85,True
7716-YTYHG,48,Yes,Fiber optic,One year,Yes,Mailed check,82.05,4029.95,True
9938-ZREHM,37,Yes,DSL,One year,No,Mailed check,72.10,2658.40,False
7950-XWOVN,11,No,DSL,Month-to-month,No,Mailed check,34.70,383.55,False
4390-KYULV,3,Yes,No,Month-to-month,Yes,Credit card (automatic),20.55,51.15,True
4647-MUZON,18,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.95,1745.50,False
9702-AIUJO,50,Yes,DSL,One year,Yes,Bank transfer (automatic),44.80,2230.85,False
8849-PRIQJ,67,Yes,Fiber optic,One year,Yes,Electronic check,109.40,7281.60,False
8851-RAGOV,25,Yes,DSL,Month-to-month,Yes,Mailed check,71.05,1837.70,False
1304-NECVQ,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.55,149.55,True
5396-IZEPB,9,Yes,No,Month-to-month,No,Credit card (automatic),19.70,180.70,False
1729-VLAZJ,10,No,DSL,One year,No,Mailed check,40.25,411.45,False
8285-ABVLB,70,Yes,No,Two year,No,Credit card (automatic),19.85,1328.35,False
0701-TJSEF,9,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,False
5712-VBOXD,4,Yes,No,Month-to-month,Yes,Credit card (automatic),20.15,68.45,False
6629-LADHQ,2,Yes,DSL,Month-to-month,No,Mailed check,50.95,123.05,False
8945-GRKHX,1,Yes,Fiber optic,Month-to-month,No,Electronic check,78.65,78.65,True
1559-DTODC,19,No,DSL,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,False
4797-MIWUM,7,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.25,174.70,False
6959-UWKHF,1,Yes,DSL,Month-to-month,Yes,Electronic check,42.90,42.90,True
8720-RQSBJ,1,Yes,DSL,Month-to-month,No,Electronic check,44.00,44.00,False
4537-CIBHB,9,Yes,No,One year,No,Mailed check,20.25,172.35,False
3815-SLMEF,3,No,DSL,Month-to-month,No,Mailed check,34.25,139.35,True
5154-VEKBL,9,No,DSL,Month-to-month,No,Mailed check,58.50,539.85,True
4324-AHJKS,5,Yes,DSL,Month-to-month,No,Credit card (automatic),55.80,300.40,False
4355-CVPVS,56,Yes,Fiber optic,One year,No,Bank transfer (automatic),88.90,4968.00,False
4495-LHSSK,18,Yes,DSL,Month-to-month,No,Mailed check,57.65,992.70,False
5655-JSMZM,49,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.20,4718.25,True
5915-ANOEI,70,Yes,DSL,Two year,No,Mailed check,79.15,5536.50,False
9861-PDSZP,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),108.05,7806.60,False
4505-EXZHB,6,Yes,Fiber optic,Month-to-month,No,Electronic check,74.40,434.10,True
7225-CBZPL,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.80,1563.90,False
6704-UTUKK,29,No,DSL,Month-to-month,Yes,Electronic check,45.90,1332.40,False
4587-VVTOX,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.30,545.20,True
2019-HDCZY,63,Yes,Fiber optic,Two year,No,Electronic check,102.60,6296.75,False
4652-NNHNY,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.20,True
8788-DOXSU,59,Yes,DSL,One year,Yes,Bank transfer (automatic),61.35,3645.50,False
7404-JLKQG,3,Yes,DSL,Month-to-month,No,Electronic check,57.55,161.45,False
7421-ZLUPA,8,No,DSL,Month-to-month,Yes,Mailed check,29.25,226.95,False
8972-HJWNV,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.55,646.85,True
3274-NSDWE,68,Yes,No,Two year,No,Credit card (automatic),19.60,1441.65,False
2632-IVXVF,68,Yes,Fiber optic,Two year,No,Credit card (automatic),111.75,7511.30,False
3692-JHONH,52,Yes,Fiber optic,One year,Yes,Electronic check,106.50,5621.85,False
8915-NNTRC,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),107.70,7919.80,False
5914-GXMDA,32,Yes,No,One year,No,Mailed check,19.30,593.20,False
7463-IFMQU,72,Yes,No,Two year,No,Bank transfer (automatic),20.05,1423.65,False
2920-RNCEZ,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),69.95,69.95,False
2541-YGPKE,42,Yes,DSL,One year,No,Credit card (automatic),63.70,2763.35,False
8515-OCTJS,25,Yes,No,Two year,No,Credit card (automatic),24.75,692.10,True
5382-TEMLV,45,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),50.90,2298.55,False
3441-CGZJH,43,No,DSL,One year,Yes,Credit card (automatic),60.40,2640.55,False
9592-ERDKV,37,Yes,DSL,One year,No,Mailed check,79.25,2911.80,False
2860-RANUS,20,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.80,1727.50,True
5261-QSHQM,4,No,DSL,Month-to-month,Yes,Electronic check,24.45,86.60,True
4778-IZARL,63,Yes,Fiber optic,Two year,Yes,Credit card (automatic),110.10,6705.70,False
0432-CAJZV,3,Yes,Fiber optic,Month-to-month,No,Mailed check,90.70,237.65,False
7008-LZVOZ,66,Yes,No,Two year,Yes,Credit card (automatic),25.30,1672.35,False
8868-WOZGU,28,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.70,2979.50,True
1200-TUZHR,8,Yes,Fiber optic,Month-to-month,No,Electronic check,85.20,695.75,False
9365-CSLBQ,71,Yes,No,Two year,No,Mailed check,24.35,1654.60,False
1334-FJSVR,1,No,DSL,Month-to-month,Yes,Electronic check,24.25,24.25,True
5884-FBCTL,72,Yes,No,Two year,No,Bank transfer (automatic),25.10,1857.85,False
7130-CTCUS,16,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),54.55,825.10,False
6242-FEGFD,66,Yes,Fiber optic,Two year,No,Mailed check,96.60,6424.25,False
7625-XCQRH,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.50,837.95,True
6194-HBGQN,51,Yes,DSL,One year,Yes,Credit card (automatic),81.15,4126.20,False
7634-WSWDB,8,No,DSL,Month-to-month,Yes,Electronic check,38.50,330.80,False
6986-IXNDM,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,92.90,1337.45,False
1731-TVIUK,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.50,362.20,True
2987-BJXIK,70,Yes,DSL,Two year,No,Mailed check,84.70,5991.05,False
9769-TSBZE,70,Yes,DSL,Two year,No,Electronic check,66.00,4891.50,False
0406-BPDVR,54,Yes,Fiber optic,One year,Yes,Credit card (automatic),101.50,5373.10,True
0618-XWMSS,28,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),74.90,2068.55,True
1395-WSWXR,24,Yes,No,Two year,No,Mailed check,20.75,487.05,False
6023-GSSXW,69,Yes,DSL,Two year,Yes,Credit card (automatic),61.45,4131.20,False
6752-APNJL,42,Yes,DSL,Month-to-month,No,Mailed check,54.50,2301.15,False
5276-KQWHG,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.60,131.65,True
0420-HLGXF,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.75,4036.00,False
7446-KQISO,45,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),109.75,4900.65,False
9823-EALYC,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),80.85,5727.45,False
0582-AVCLN,38,Yes,No,Two year,No,Mailed check,20.30,743.05,False
5803-NQJZO,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),67.80,4804.65,False
2565-JSLRY,1,Yes,No,Month-to-month,Yes,Mailed check,24.05,24.05,True
2607-DHDAK,72,Yes,No,Two year,Yes,Credit card (automatic),19.80,1414.65,False
1073-XXCZD,55,Yes,No,Two year,No,Bank transfer (automatic),25.70,1443.65,False
0743-HRVFF,51,No,DSL,One year,Yes,Electronic check,56.15,2898.95,False
4006-HKYHO,63,Yes,DSL,Two year,Yes,Bank transfer (automatic),86.70,5309.50,False
3727-JEZTU,1,Yes,No,Month-to-month,No,Mailed check,20.40,20.40,False
8143-ETQTI,23,Yes,No,Two year,Yes,Mailed check,19.65,451.55,False
6689-KXGBO,1,Yes,DSL,Month-to-month,No,Electronic check,50.55,50.55,True
9667-TKTVZ,2,Yes,DSL,Month-to-month,Yes,Mailed check,54.35,117.05,False
3657-COGMW,52,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),108.10,5839.30,False
8570-KLJYJ,36,Yes,DSL,One year,No,Mailed check,54.45,1893.50,False
7754-IXRMC,1,Yes,DSL,Month-to-month,No,Mailed check,45.35,45.35,False
9473-CBZOP,28,Yes,DSL,One year,No,Mailed check,59.00,1654.45,False
2969-WGHQO,7,Yes,DSL,One year,No,Electronic check,69.45,477.05,False
6615-NGGZJ,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.55,1415.55,True
4334-HOWRP,72,No,DSL,Two year,Yes,Credit card (automatic),64.95,4546.00,False
4255-DDUOU,1,Yes,No,Month-to-month,Yes,Mailed check,20.50,20.50,True
5863-OOKCL,10,Yes,No,Month-to-month,No,Mailed check,18.85,163.20,False
1686-STUHN,42,Yes,No,One year,No,Bank transfer (automatic),19.80,849.90,False
1329-VHWNP,7,No,DSL,Month-to-month,No,Bank transfer (automatic),25.05,189.95,False
2984-MIIZL,4,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),74.80,321.90,True
0266-GMEAO,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),114.30,8058.55,False
5590-YRFJT,20,No,DSL,Month-to-month,Yes,Electronic check,24.45,482.80,True
5574-NXZIU,63,Yes,Fiber optic,Two year,No,Credit card (automatic),109.20,7049.75,False
0019-GFNTW,56,No,DSL,Two year,No,Bank transfer (automatic),45.05,2560.10,False
4256-ZWTZI,5,Yes,DSL,Month-to-month,Yes,Mailed check,51.00,286.80,False
8309-PPCED,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),110.45,7982.50,False
4098-NAUKP,68,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.65,5683.60,False
5196-WPYOW,67,Yes,DSL,One year,No,Mailed check,60.05,3994.05,False
4608-LCIMN,8,Yes,DSL,Month-to-month,No,Bank transfer (automatic),44.65,369.15,False
1485-YDHMM,52,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.25,4631.70,False
4054-CUMIA,18,Yes,No,Month-to-month,Yes,Mailed check,20.25,401.95,False
0603-TPMIB,59,Yes,No,Two year,No,Mailed check,25.45,1534.05,False
2525-GVKQU,60,Yes,No,Two year,No,Mailed check,20.60,1093.00,False
8161-QYMTT,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.10,701.30,False
9581-GVBXT,59,No,DSL,One year,No,Mailed check,34.80,1980.30,False
5862-BRIXZ,46,No,DSL,Two year,Yes,Bank transfer (automatic),60.75,2893.40,False
5404-GGUKR,5,Yes,DSL,Month-to-month,Yes,Electronic check,51.35,262.30,False
3308-JSGML,59,No,DSL,Two year,Yes,Credit card (automatic),64.05,3886.85,False
2126-GSEGL,70,Yes,DSL,Two year,Yes,Bank transfer (automatic),84.80,5917.55,False
3677-TNKIO,14,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),71.00,914.00,True
0440-QEXBZ,44,Yes,DSL,Month-to-month,Yes,Mailed check,50.15,2139.10,False
2434-EEVDB,64,Yes,Fiber optic,Two year,Yes,Credit card (automatic),94.60,5948.70,False
6762-QVYJO,58,No,DSL,Two year,No,Mailed check,59.75,3624.35,False
6199-IWKGC,46,Yes,Fiber optic,One year,No,Electronic check,100.25,4753.85,False
2675-DHUTR,58,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.90,5780.70,False
8152-VETUR,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),97.70,6869.70,False
9667-EQRXU,30,No,DSL,Month-to-month,Yes,Electronic check,40.30,1172.95,True
7446-YPODE,11,Yes,DSL,Month-to-month,No,Bank transfer (automatic),60.25,662.95,False
9522-BNTHX,34,No,DSL,Month-to-month,Yes,Electronic check,56.25,1765.95,False
4676-WLUHT,54,No,DSL,Two year,No,Bank transfer (automatic),46.20,2431.95,False
3329-WDIOK,3,No,DSL,Month-to-month,Yes,Electronic check,50.60,155.35,True
7980-MHFLQ,72,Yes,No,Two year,No,Mailed check,24.90,1859.20,False
2873-ZLIWT,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.85,3303.05,True
3415-TAILE,2,Yes,DSL,Month-to-month,No,Mailed check,65.70,134.35,True
0757-WCUUZ,54,Yes,DSL,Two year,No,Credit card (automatic),63.35,3409.10,False
1629-DQQVB,14,Yes,DSL,Month-to-month,No,Bank transfer (automatic),50.10,709.50,False
1915-IOFGU,1,Yes,Fiber optic,Month-to-month,No,Electronic check,70.50,70.50,True
3045-XETSH,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.85,953.45,True
0374-AACSZ,1,Yes,DSL,Month-to-month,No,Electronic check,50.15,50.15,False
7239-HZZCX,1,Yes,No,Month-to-month,No,Mailed check,19.75,19.75,True
4872-VXRIL,56,Yes,DSL,One year,Yes,Bank transfer (automatic),64.65,3665.55,False
9140-CZQZZ,68,Yes,DSL,Two year,Yes,Bank transfer (automatic),79.60,5515.80,False
3423-HHXAO,14,Yes,No,One year,Yes,Mailed check,19.50,272.00,False
9938-TKDGL,68,Yes,Fiber optic,Two year,Yes,Electronic check,99.55,6668.00,False
0531-ZZJWQ,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.00,4052.40,False
6537-QLGEX,16,No,DSL,Month-to-month,Yes,Electronic check,38.90,664.40,False
2688-BHGOG,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.55,718.55,False
7683-CBDKJ,14,Yes,DSL,Month-to-month,Yes,Electronic check,65.45,937.60,True
0946-CLJTI,58,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.70,5812.60,True
3160-TYXLT,53,No,DSL,Month-to-month,Yes,Bank transfer (automatic),46.30,2546.85,False
1325-USMEC,70,Yes,Fiber optic,Two year,Yes,Credit card (automatic),99.35,6944.50,False
0916-QOFDP,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.80,1346.30,False
0628-CNQRM,22,Yes,DSL,One year,Yes,Bank transfer (automatic),67.50,1544.05,True
5606-AMZBO,10,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.15,765.15,False
6199-IPCAO,29,Yes,No,Two year,No,Mailed check,26.10,692.55,False
7665-TOALD,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.60,69.60,True
0112-QWPNC,49,Yes,DSL,One year,No,Electronic check,84.35,4059.35,True
0324-BRPCJ,68,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.20,6851.65,True
2777-PHDEI,1,Yes,Fiber optic,Month-to-month,No,Electronic check,78.05,78.05,True
5640-CAXOA,30,No,DSL,One year,Yes,Credit card (automatic),40.35,1187.05,False
2235-EZAIK,72,Yes,DSL,Two year,No,Credit card (automatic),79.20,5401.90,False
3847-BAERP,10,Yes,No,Month-to-month,Yes,Mailed check,20.90,247.00,False
1196-AMORA,7,Yes,Fiber optic,Month-to-month,No,Electronic check,73.60,520.00,True
4282-YMKNA,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.75,706.60,True
1453-RZFON,1,Yes,DSL,Month-to-month,No,Mailed check,49.90,49.90,False
8263-OKETD,20,Yes,DSL,Month-to-month,Yes,Credit card (automatic),68.90,1370.35,False
0670-KDOMA,1,Yes,No,Month-to-month,Yes,Mailed check,20.25,20.25,False
2476-YGEFM,29,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),76.00,2215.25,False
8687-BAFGU,1,Yes,Fiber optic,Month-to-month,No,Electronic check,74.00,74.00,False
0641-EVBOJ,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,82.30,214.40,False
0829-XXPLX,20,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.40,1871.15,False
9974-JFBHQ,64,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.15,6171.20,False
5356-RHIPP,1,Yes,No,Month-to-month,Yes,Mailed check,20.20,20.20,True
6624-JDRDS,6,No,DSL,Month-to-month,No,Bank transfer (automatic),29.45,161.45,False
0608-JDVEC,50,Yes,No,Two year,No,Electronic check,19.80,1013.20,False
9780-FKVVF,6,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),59.15,336.70,False
1919-RTPQD,7,Yes,DSL,Month-to-month,No,Electronic check,44.75,333.65,False
5214-NLTIT,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),90.80,6511.80,False
3345-PBBFH,8,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,False
5055-BRMNE,67,Yes,Fiber optic,Two year,No,Credit card (automatic),106.70,7009.50,False
9189-JWSHV,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.55,2264.05,True
2190-PHBHR,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),94.45,6921.70,False
2650-GYRYL,33,Yes,No,One year,Yes,Bank transfer (automatic),19.45,600.25,False
0746-JTRFU,2,No,DSL,Month-to-month,Yes,Electronic check,25.05,56.35,True
5208-FVQKB,70,Yes,DSL,Two year,No,Mailed check,67.95,4664.15,False
7184-LRUUR,22,Yes,DSL,One year,No,Bank transfer (automatic),65.25,1441.80,False
6627-CFOSN,59,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.70,False
3982-JGSFD,36,Yes,No,One year,Yes,Credit card (automatic),20.35,695.85,False
1574-DYCWE,51,Yes,No,Two year,No,Mailed check,19.95,1028.75,False
7247-XOZPB,53,Yes,DSL,One year,No,Bank transfer (automatic),77.40,4155.95,False
2466-FCCPT,20,Yes,No,One year,No,Bank transfer (automatic),19.70,395.60,False
6211-WWLTF,63,Yes,Fiber optic,Two year,No,Credit card (automatic),99.70,6330.40,False
4826-TZEVA,40,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),74.80,2971.70,False
6016-NXBNJ,35,Yes,No,One year,Yes,Mailed check,19.15,638.00,False
9138-EFSMO,26,Yes,Fiber optic,One year,No,Bank transfer (automatic),78.95,2034.25,False
0576-WNXXC,27,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.55,2510.20,True
4632-XJMEX,53,Yes,DSL,One year,No,Credit card (automatic),62.85,3419.50,False
8910-LEDAG,34,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),71.55,2427.35,False
3452-GWUIN,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.95,1760.25,False
2716-GFZOR,43,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.10,3551.65,False
3724-UCSHY,6,Yes,No,Month-to-month,No,Mailed check,19.55,122.90,False
8626-XHBIE,56,Yes,No,Two year,Yes,Mailed check,24.80,1424.20,False
4628-CTTLA,57,No,DSL,Month-to-month,Yes,Electronic check,39.30,2111.45,True
3192-LNKRK,34,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.05,2909.95,False
4439-YRNVD,10,No,DSL,Month-to-month,No,Electronic check,36.25,374.00,False
2876-VBBBL,1,Yes,No,Month-to-month,Yes,Mailed check,20.25,20.25,True
6834-NXDCA,13,No,DSL,Month-to-month,Yes,Electronic check,23.90,300.80,True
2208-UGTGR,56,Yes,Fiber optic,Month-to-month,No,Electronic check,98.60,5581.05,False
3005-TYFRD,55,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,False
8670-MEFCP,36,Yes,DSL,Two year,Yes,Credit card (automatic),92.90,3379.25,False
3079-BCHLN,47,Yes,No,One year,No,Bank transfer (automatic),19.90,942.95,False
7777-UNYHB,12,Yes,No,Month-to-month,Yes,Credit card (automatic),20.10,232.40,False
5597-GLBUC,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.45,85.45,True
7278-CKDNC,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.50,2088.45,False
2748-MYRVK,63,Yes,Fiber optic,One year,No,Bank transfer (automatic),99.90,6137.00,True
8450-UYIBU,35,No,DSL,Month-to-month,Yes,Electronic check,39.85,1434.60,False
2969-VAPYH,67,Yes,DSL,One year,No,Credit card (automatic),60.50,3870.00,False
4822-YCXMX,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.80,2043.45,True
7181-OQCUT,21,Yes,Fiber optic,Month-to-month,No,Mailed check,103.85,2215.00,False
8474-UMLNT,13,Yes,DSL,Month-to-month,No,Bank transfer (automatic),67.80,842.25,False
9821-POOTN,35,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.20,2576.20,True
3836-FZSDJ,71,Yes,No,Two year,No,Bank transfer (automatic),24.85,1901.00,False
9142-XMYJH,29,Yes,No,Month-to-month,No,Credit card (automatic),19.35,601.60,False
6559-ILWKJ,71,No,DSL,Two year,No,Electronic check,49.35,3515.25,True
0187-QSXOE,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.00,605.45,False
7733-UDMTP,57,No,DSL,Month-to-month,Yes,Electronic check,55.00,3094.05,False
